-27.343105,152.933792
-27.343105,152.933792
-27.343105,152.933792
-27.343105,152.933792
-27.343105,152.933792
-27.343101,152.933807
-27.343097,152.933807
-27.343092,152.933822
-27.343092,152.933822
-27.343082,152.933822
-27.343082,152.933822
-27.343069,152.933822
-27.343050,152.933837
-27.343050,152.933837
-27.343036,152.933837
-27.343027,152.933837
-27.343013,152.933853
-27.343013,152.933853
-27.343006,152.933868
-27.342998,152.933868
-27.342998,152.933868
-27.342981,152.933868
-27.342973,152.933883
-27.342954,152.933883
-27.342954,152.933883
-27.342945,152.933898
-27.342937,152.933898
-27.342937,152.933898
-27.342910,152.933914
-27.342910,152.933914
-27.342887,152.933929
-27.342887,152.933929
-27.342876,152.933929
-27.342876,152.933929
-27.342866,152.933944
-27.342866,152.933944
-27.342855,152.933944
-27.342855,152.933944
-27.342855,152.933944
-27.342842,152.933960
-27.342842,152.933960
-27.342834,152.933944
-27.342830,152.933944
-27.342830,152.933944
-27.342823,152.933929
-27.342823,152.933929
-27.342819,152.933929
-27.342815,152.933914
-27.342815,152.933914
-27.342824,152.933898
-27.342826,152.933883
-27.342826,152.933883
-27.342842,152.933868
-27.342842,152.933868
-27.342847,152.933853
-27.342861,152.933853
-27.342876,152.933837
-27.342884,152.933837
-27.342884,152.933837
-27.342893,152.933822
-27.342893,152.933822
-27.342903,152.933822
-27.342914,152.933807
-27.342927,152.933792
-27.342927,152.933792
-27.342935,152.933792
-27.342943,152.933792
-27.342943,152.933792
-27.342950,152.933792
-27.342950,152.933792
-27.342950,152.933792
-27.342958,152.933776
-27.342958,152.933776
-27.342968,152.933776
-27.342983,152.933761
-27.342983,152.933761
-27.343013,152.933746
-27.343023,152.933761
-27.343023,152.933761
-27.343038,152.933761
